Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2,Price_Clean,Lot_Size,Living_Space,Build_Year,Total_Rooms,Bedrooms,Number_of_Floors
Jachtlaan 320 A,Apeldoorn,€ 489.500,290 m²,124 m²,1990,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zonneterras",6.360,489500.0,290,124,1990.0,5.0,4.0,2.0
Sluislaan 31,Moordrecht,€ 375.000,168 m²,134 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In centrum,Achtertuin en voortuin,1.675,375000.0,168,134,1975.0,6.0,5.0,2.0
Violierstraat 35,Eindhoven,€ 625.000,152 m²,139 m²,2010,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin,3.370,625000.0,152,139,2010.0,5.0,3.0,3.0
Het Aangelag 10,Bladel,€ 579.000,552 m²,133 m²,1989,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Tuin rondom,370,579000.0,552,133,1989.0,5.0,3.0,2.0
St.-Elisabethstraat 80,Vught,€ 345.000,172 m²,86 m²,1905,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,2 woonlagen,F,In woonwijk en vrij uitzicht,Achtertuin en voortuin,3.690,345000.0,172,86,1905.0,2.0,1.0,2.0
Koningin Beatrixlaan 1,Leusden,€ 500.000,250 m²,88 m²,1955,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,,"Achtertuin, voortuin en zijtuin",1.980,500000.0,250,88,1955.0,4.0,3.0,2.0
Bosjeslaan 20,Vlissingen,€ 217.500,212 m²,84 m²,1947,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,G,,Achtertuin,1.315,217500.0,212,84,1947.0,4.0,3.0,2.0
Bierbrouwershorst 302,Apeldoorn,€ 319.000,243 m²,140 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.940,319000.0,243,140,1980.0,5.0,4.0,3.0
Eem 13,Nieuwerkerk aan den IJssel,€ 475.000,132 m²,133 m²,2009,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.230,475000.0,132,133,2009.0,5.0,3.0,3.0
Poststraat 20 D,Stadskanaal,€ 275.000,577 m²,152 m²,1933,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan vaarwater, aan water en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.315,275000.0,577,152,1933.0,6.0,3.0,3.0
Willem de Zwijgerlaan 177,Woudenberg,€ 400.000,153 m²,113 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,,Achtertuin en voortuin,2.990,400000.0,153,113,1964.0,5.0,4.0,3.0
Reimersbeek 21,Amsterdam,€ 695.000,162 m²,104 m²,1961,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,In woonwijk,Achtertuin en voortuin,8.105,695000.0,162,104,1961.0,5.0,4.0,2.0
Holleweg 161,Heiloo,€ 685.000,530 m²,120 m²,1923,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,Aan rustige weg en in centrum,"Achtertuin, voortuin en zijtuin",650,685000.0,530,120,1923.0,4.0,3.0,2.0
Hertogstraat 45,Brunssum,€ 179.000,129 m²,90 m²,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,In woonwijk,Achtertuin,850,179000.0,129,90,1971.0,4.0,3.0,2.0
Victor Slingelandstraat 13,Oosterhout (NB),€ 375.000,185 m²,101 m²,1997,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin",2.670,375000.0,185,101,1997.0,4.0,3.0,3.0
Corlaerstraat 20,Nijkerk,€ 345.000,147 m²,104 m²,1991,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,2.575,345000.0,147,104,1991.0,5.0,4.0,2.0
Boterbloemlaan 25,Vlissingen,€ 215.000,118 m²,106 m²,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin,2.085,215000.0,118,106,1987.0,5.0,4.0,3.0
Hogeweg 38 a,Oldelamer,€ 450.000,1.773 m²,150 m²,1956,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,G,"Buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,230,450000.0,1773,150,1956.0,5.0,3.0,2.0
Baflostraat 12,Arnhem,€ 279.000,179 m²,115 m²,1972,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,4.590,279000.0,179,115,1972.0,6.0,5.0,3.0
Lijnbaanstraat 24,Middelharnis,€ 170.000,201 m²,81 m²,1924,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,C,In centrum,Achtertuin en voortuin,1.510,170000.0,201,81,1924.0,4.0,3.0,2.0
Leurinkstraat 18,Hengelo (OV),€ 299.500,185 m²,131 m²,1948,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (5 slaapkamers),2 badkamers,2 woonlagen en een zolder,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.835,299500.0,185,131,1948.0,5.0,5.0,2.0
Sillebeekstraat 20,Valkenburg (LI),€ 325.000,387 m²,106 m²,1988,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,685,325000.0,387,106,1988.0,6.0,4.0,3.0
Minister Treubstraat 12,Enschede,€ 359.000,342 m²,146 m²,1954,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.480,359000.0,342,146,1954.0,5.0,4.0,2.0
Akkerstraat 6,Gilze,€ 475.000,270 m²,158 m²,1977,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,,475000.0,270,158,1977.0,6.0,3.0,3.0
Sint Antoniushof 126,Oosterhout (NB),€ 350.000,140 m²,110 m²,2007,Bestaande bouw,"Bungalow, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,In woonwijk,Patio/atrium,1.325,350000.0,140,110,2007.0,4.0,3.0,2.0
Apollostraat 46,Spijkenisse,€ 349.500,182 m²,119 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,655,349500.0,182,119,1973.0,5.0,4.0,3.0
Hunzedal 33,Borger,€ 569.000,760 m²,174 m²,1974,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,D,Beschutte ligging,Achtertuin en zijtuin,€ 2.350,569000.0,760,174,1974.0,6.0,4.0,2.0
Beumeesweg 32 a,Alteveer (GR),€ 415.000,1.674 m²,157 m²,1993,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, in bosrijke omgeving en vrij uitzicht",Tuin rondom,880,415000.0,1674,157,1993.0,5.0,4.0,2.0
Verremeer 93,Rijsenhout,€ 400.000,312 m²,97 m²,1967,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.535,400000.0,312,97,1967.0,6.0,4.0,2.0
Voorzorgstraat 8,Haarlem,€ 650.000,113 m²,126 m²,1890,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin,2.670,650000.0,113,126,1890.0,5.0,4.0,3.0
Oranjelaan Oostzijde 31,Puttershoek,€ 349.000,295 m²,86 m²,1953,Bestaande bouw,"Eengezinswoning, hoekwoning",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,7.090,349000.0,295,86,1953.0,4.0,3.0,2.0
Aleidisstraat 9,Sprundel,€ 649.000,540 m²,167 m²,2003,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Tentdak,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",3.785,649000.0,540,167,2003.0,6.0,3.0,3.0
Anjerstraat 33,Ridderkerk,€ 350.000,219 m²,115 m²,1965,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",6.245,350000.0,219,115,1965.0,6.0,5.0,3.0
Dorpsstraat 17,Wijngaarden,€ 529.000,320 m²,169 m²,1876,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,Niet verplicht,Aan rustige weg en in woonwijk,Achtertuin,440,529000.0,320,169,1876.0,7.0,5.0,2.0
Schalk Burgerstraat 11,Leeuwarden,€ 259.000,107 m²,104 m²,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin,1.005,259000.0,107,104,1920.0,3.0,2.0,2.0
Noordhoek Hegtstraat 81,Enschede,€ 210.000,178 m²,75 m²,1929,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,Aan rustige weg en in centrum,Achtertuin,4.895,210000.0,178,75,1929.0,3.0,2.0,2.0
Kollermolen 35,Gennep,€ 645.000,510 m²,255 m²,2008,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,8 kamers (7 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Aan bosrand, aan rustige weg, in bosrijke omgeving en in centrum",Achtertuin,3.810,645000.0,510,255,2008.0,8.0,7.0,2.0
Rigoletto 21,Eindhoven,€ 475.000,147 m²,145 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.235,475000.0,147,145,1998.0,7.0,5.0,3.0
Zuideinde 86,Volendam,€ 350.000,50 m²,77 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning (dijkwoning)",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",E,Aan rustige weg en in centrum,,3.430,350000.0,50,77,1964.0,4.0,3.0,2.0
Veldkampsweg 36,Nijverdal,€ 429.500,243 m²,119 m²,1964,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,2.290,429500.0,243,119,1964.0,5.0,4.0,2.0
Lombokstraat 17,Dordrecht,€ 265.000,83 m²,88 m²,1910,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,1.040,265000.0,83,88,1910.0,3.0,2.0,2.0
De Fruittuinen 3,Hoofddorp,€ 625.000,160 m²,152 m²,2001,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,In centrum en in woonwijk,Patio/atrium en zonneterras,3.375,625000.0,160,152,2001.0,6.0,3.0,2.0
Junolaan 4 b,Waddinxveen,€ 425.000,106 m²,125 m²,2010,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin,985,425000.0,106,125,2010.0,5.0,4.0,3.0
Florastraat 59,Wormer,€ 425.000,209 m²,100 m²,1967,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.805,425000.0,209,100,1967.0,5.0,4.0,3.0
Beatrixstraat 20,Oeffelt,€ 299.000,170 m²,80 m²,1968,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.980,299000.0,170,80,1968.0,4.0,3.0,2.0
Achtererf 73,Tholen,€ 359.900,113 m²,142 m²,2003,Bestaande bouw,"Eengezinswoning, eindwoning (waterwoning)",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.710,359900.0,113,142,2003.0,4.0,3.0,2.0
't Laar 2,Amersfoort,€ 525.000,207 m²,117 m²,1993,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,"Aan park, aan rustige weg en in woonwijk","Achtertuin, voortuin en zonneterras",€ 3.416,525000.0,207,117,1993.0,5.0,4.0,2.0
Havensingel 47,Eindhoven,€ 489.500,117 m²,110 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging, in centrum en in woonwijk",Achtertuin en voortuin,2.345,489500.0,117,110,1998.0,5.0,4.0,3.0
Bosmuizenlaar 32,Bavel (Gem. Breda),€ 500.000,171 m²,136 m²,2003,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.385,500000.0,171,136,2003.0,4.0,3.0,3.0
Noordenveld 33,Assen,€ 225.000,134 m²,103 m²,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,C,Aan rustige weg,Achtertuin en voortuin,725,225000.0,134,103,1965.0,5.0,4.0,2.0
Kievitstraat 69,Neede,€ 289.000,345 m²,92 m²,1973,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Beschutte ligging en in woonwijk,Achtertuin en voortuin,1.325,289000.0,345,92,1973.0,4.0,3.0,3.0
Piccolo 67,Rotterdam,€ 365.000,151 m²,110 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,16.115,365000.0,151,110,1981.0,4.0,3.0,3.0
Machteld Sandelijnslaan 36,Hendrik-Ido-Ambacht,€ 625.000,215 m²,188 m²,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin",1.345,625000.0,215,188,1996.0,6.0,5.0,3.0
Dorpsstraat 58,Halle,€ 230.000,197 m²,120 m²,1935,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,G,In centrum,Achtertuin en voortuin,695,230000.0,197,120,1935.0,7.0,5.0,3.0
Frieseweg 55,Alkmaar,€ 495.000,134 m²,116 m²,1956,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,,Achtertuin,2.300,495000.0,134,116,1956.0,5.0,4.0,3.0
De Bleijdestraat 26,Rijssen,€ 259.000,125 m²,82 m²,1951,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,Aan rustige weg en in woonwijk,Achtertuin,3.215,259000.0,125,82,1951.0,4.0,3.0,2.0
Hoogaars 12,Schiedam,€ 300.000,68 m²,98 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,,1.335,300000.0,68,98,1980.0,3.0,2.0,2.0
Roelantstraat 25,Alkmaar,€ 345.000,147 m²,93 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.035,345000.0,147,93,1964.0,5.0,4.0,3.0
Iepenlaan 62,Duiven,€ 249.500,158 m²,111 m²,1975,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk,Achtertuin en voortuin,2.705,249500.0,158,111,1975.0,4.0,3.0,2.0
Molendijk 4,Stad aan 't Haringvliet,€ 775.000,2.430 m²,303 m²,1883,Bestaande bouw,"Herenhuis, vrijstaande woning",Schilddak bedekt met pannen,9 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,D,Beschutte ligging,Tuin rondom,1.305,775000.0,2430,303,1883.0,9.0,5.0,2.0
Chrysantstraat 22,Utrecht,€ 375.000,64 m²,58 m²,1915,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin,2.890,375000.0,64,58,1915.0,3.0,2.0,2.0
Marga Klompélaan 99,Rijen,€ 375.000,231 m²,144 m²,1995,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin,€ 3.163,375000.0,231,144,1995.0,7.0,5.0,3.0
Fluitersweg 40,Wenum Wiesel,€ 1.095.000,8.760 m²,229 m²,1923,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Beschutte ligging en vrij uitzicht,Tuin rondom en zonneterras,785,1095000.0,8760,229,1923.0,8.0,5.0,2.0
Bodenheimstraat 5,Ede,€ 825.000,305 m²,164 m²,2019,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.020,825000.0,305,164,2019.0,5.0,3.0,3.0
Ruth Firststraat 40,Purmerend,€ 400.000,145 m²,117 m²,1992,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,"In woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,7.205,400000.0,145,117,1992.0,5.0,4.0,3.0
Het Boschloo 13,Warnsveld,€ 369.000,248 m²,118 m²,1993,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.080,369000.0,248,118,1993.0,5.0,4.0,2.0
Torenstraat 75,Castricum,€ 650.000,310 m²,127 m²,1938,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,4 woonlagen,D,In centrum en in woonwijk,Achtertuin en voortuin,2.390,650000.0,310,127,1938.0,6.0,5.0,4.0
Bûterblom-strjitte 28,Kootstertille,€ 195.000,273 m²,85 m²,1966,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.065,195000.0,273,85,1966.0,4.0,3.0,2.0
Pastoor van Winkelstraat 23,Schaijk,€ 365.000,383 m²,116 m²,1959,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,G,In centrum,Tuin rondom,6.220,365000.0,383,116,1959.0,6.0,4.0,3.0
Mastgatstraat 16,Middelburg,€ 249.000,180 m²,87 m²,1965,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,2.890,249000.0,180,87,1965.0,4.0,3.0,3.0
Meerboomweg 10,Hollandscheveld,€ 495.000,52.314 m²,100 m²,1840,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,2 woonlagen,G,"Aan bosrand, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,605,495000.0,52314,100,1840.0,2.0,1.0,2.0
